"Aeroperú"	"Aeroperu"
"Badaró"	"Badaro"
"Sérigné"	"Serigne"
"Võros"	"Voros"
"Bârla"	"Barla"
"Mazières"	"Mazieres"
"Bârna"	"Barna"
"Artés"	"Artes"
"Équipe"	"Equipe"
"Bærum"	"Barum"
"Kågen"	"Kagen"
"Dégénération"	"degeneration"
"Café"	"cafe"
"Méier"	"Meier"
"Yékini"	"Yekini"
"Zhèjiang"	"Zhejiang"
"Marqués"	"Marques"
"Márquez"	"Marquez"
"Anacréon"	"Anacreon"
"Matthäus"	"Matthaus"
"Matthæus"	"Matthaus"
"Ambás"	"Ambas"
"Politbüro"	"Politburo"
"Münk"	"Munk"
"Segré"	"Segre"
"Pálsson"	"Palsson"
"Ueckermünde"	"Ueckermunde"
"Múli"	"Muli"
"Câmp"	"camp"
"Solé"	"sole"
"Somé"	"some"
"Plácido"	"Placido"
"Brändön"	"Brandon"
"Ségou"	"Segou"
"Achá"	"Acha"
"Markéta"	"Marketa"
"Messerschmitt-Bölkow-Blohm"	"Messerschmitt-Bolkow-Blohm"
"Ligné"	"Ligne"
"Mazatlán"	"Mazatlan"
"Champs-Élysées"	"Champs-Elysees"
"Stück"	"stuck"
"Abié"	"Abie"
"Flëur"	"fleur"
"Abbé"	"Abbe"
"Yehoshûa"	"Yehoshua"
"Plötz"	"Plotz"
"Néville"	"Neville"
"Fáith"	"Faith"
"Nigèria"	"Nigeria"
"Nigéria"	"Nigeria"
"Växjö"	"Vaxjo"
"Timóteo"	"Timoteo"
"Sincé"	"since"
"Avibrás"	"Avibras"
"Mémoires"	"Memoires"
"Dobrá"	"Dobra"
"Diré"	"Dire"
"Schönberg"	"Schonberg"
"Pedrá"	"Pedra"
"Galdámez"	"Galdamez"
"Würzel"	"Wurzel"
"Melón"	"Melon"
"Mellé"	"Melle"
"Sultân"	"Sultan"
"Sébastien"	"Sebastien"
"Östmark"	"Ostmark"
"Borås"	"Boras"
"Ocotlán"	"Ocotlan"
"Småland"	"Smaland"
"Çanakkale"	"Canakkale"
"Borów"	"Borow"
"Hajmáskér"	"Hajmasker"
"Heilóngjiang"	"Heilongjiang"
"Börse"	"Borse"
"Édessa"	"Edessa"
"Bandoneón"	"bandoneon"
"Vaudémont"	"Vaudemont"
"Fæces"	"Faces"
"Cosmópolis"	"cosmopolis"
"Möräle"	"morale"
"Mátra"	"Matra"
"Agón"	"Agon"
"Agôn"	"Agon"
"Cárdenas"	"Cardenas"
"Honoré"	"Honore"
"Pomarède"	"Pomarede"
"Médoc"	"Medoc"
"América"	"America"
"Denicé"	"Denice"
"Rôle"	"Role"
"Röhr"	"Rohr"
"Àger"	"Ager"
"Première"	"Premiere"
"Róta"	"Rota"
"Rosà"	"Rosa"
"Rösa"	"Rosa"
"Rosé"	"Rose"
"Outré"	"outre"
"Piqué"	"pique"
"Eugénie"	"Eugenie"
"Jérémie"	"Jeremie"
"Wört"	"wort"
"Häagen-Dazs"	"Haagen-Dazs"
"Rügen"	"Rugen"
"Lindö"	"Lindo"
"Hernández"	"Hernandez"
"Sénégal"	"Senegal"
"Ahuachapán"	"Ahuachapan"
"Rómmel"	"Rommel"
"Duchów"	"Duchow"
"Kärcher"	"Karcher"
"Márkó"	"Marko"
"Marié"	"Marie"
"Ibagué"	"Ibague"
"Limón"	"Limon"
"Motobécane"	"Motobecane"
"Kalamáta"	"Kalamata"
